date,source,title,summary,text
2026-03-23,prescraped,Saylor’s Strategy Returns to Common Stock for Latest Bitcoin Buy - Bloomberg.com,Saylor’s Strategy Returns to Common Stock for Latest Bitcoin Buy  Bloomberg.com,Saylor’s Strategy Returns to Common Stock for Latest Bitcoin Buy - Bloomberg.com. Saylor’s Strategy Returns to Common Stock for Latest Bitcoin Buy  Bloomberg.com
2026-03-23,prescraped,"Michael Saylor's Resurfaced Claims Bitcoin Will Rise to $10M Spark Backlash, Peter Schiff Slams Founder as ‘Delusional' - Yahoo Finance","Michael Saylor's Resurfaced Claims Bitcoin Will Rise to $10M Spark Backlash, Peter Schiff Slams Founder as ‘Delusional'  Yahoo Finance","Michael Saylor's Resurfaced Claims Bitcoin Will Rise to $10M Spark Backlash, Peter Schiff Slams Founder as ‘Delusional' - Yahoo Finance. Michael Saylor's Resurfaced Claims Bitcoin Will Rise to $10M Spark Backlash, Peter Schiff Slams Founder as ‘Delusional'  Yahoo Finance"
2026-03-23,prescraped,"Crypto market rattled by $400 million liquidations as bitcoin dips to $68,000: Crypto Markets Today - CoinDesk","Crypto market rattled by $400 million liquidations as bitcoin dips to $68,000: Crypto Markets Today  CoinDesk","Crypto market rattled by $400 million liquidations as bitcoin dips to $68,000: Crypto Markets Today - CoinDesk. Crypto market rattled by $400 million liquidations as bitcoin dips to $68,000: Crypto Markets Today  CoinDesk"
2026-03-23,prescraped,"Crypto Miners Are Losing Nearly $20,000 On Each Bitcoin Produced - Yahoo Finance","Crypto Miners Are Losing Nearly $20,000 On Each Bitcoin Produced  Yahoo Finance","Crypto Miners Are Losing Nearly $20,000 On Each Bitcoin Produced - Yahoo Finance. Crypto Miners Are Losing Nearly $20,000 On Each Bitcoin Produced  Yahoo Finance"
2026-03-23,prescraped,Bitcoin Hits Two-Week Low as War Tensions Fan Uncertainty - Bloomberg.com,Bitcoin Hits Two-Week Low as War Tensions Fan Uncertainty  Bloomberg.com,Bitcoin Hits Two-Week Low as War Tensions Fan Uncertainty - Bloomberg.com. Bitcoin Hits Two-Week Low as War Tensions Fan Uncertainty  Bloomberg.com
2026-03-23,prescraped,"Apex Group, Coinbase AM Launch Tokenized Bitcoin Yield Fund - Markets Media","Apex Group, Coinbase AM Launch Tokenized Bitcoin Yield Fund  Markets Media","Apex Group, Coinbase AM Launch Tokenized Bitcoin Yield Fund - Markets Media. Apex Group, Coinbase AM Launch Tokenized Bitcoin Yield Fund  Markets Media"
2026-03-23,prescraped,Bitcoin vs. Gold: Which Will Make You Richer? - Yahoo Finance,Bitcoin vs. Gold: Which Will Make You Richer?  Yahoo Finance,Bitcoin vs. Gold: Which Will Make You Richer? - Yahoo Finance. Bitcoin vs. Gold: Which Will Make You Richer?  Yahoo Finance
2026-03-23,prescraped,H100 Eyes Strategic Bitcoin Acquisition to Triple its BTC Holdings and Expand Institutional Scale - Bitcoin Magazine,H100 Eyes Strategic Bitcoin Acquisition to Triple its BTC Holdings and Expand Institutional Scale  Bitcoin Magazine,H100 Eyes Strategic Bitcoin Acquisition to Triple its BTC Holdings and Expand Institutional Scale - Bitcoin Magazine. H100 Eyes Strategic Bitcoin Acquisition to Triple its BTC Holdings and Expand Institutional Scale  Bitcoin Magazine
2026-03-23,prescraped,Michael Saylor's Strategy (MSTR) renews $42 billion BTC buying plans - CoinDesk,Michael Saylor's Strategy (MSTR) renews $42 billion BTC buying plans  CoinDesk,Michael Saylor's Strategy (MSTR) renews $42 billion BTC buying plans - CoinDesk. Michael Saylor's Strategy (MSTR) renews $42 billion BTC buying plans  CoinDesk
2026-03-24,prescraped,Hyperscale Data Bitcoin Treasury at 627.8970 Bitcoin; Cash and Bitcoin Holdings at Approximately 147.07% of Market Capitalization - PR Newswire,Hyperscale Data Bitcoin Treasury at 627.8970 Bitcoin; Cash and Bitcoin Holdings at Approximately 147.07% of Market Capitalization  PR Newswire,Hyperscale Data Bitcoin Treasury at 627.8970 Bitcoin; Cash and Bitcoin Holdings at Approximately 147.07% of Market Capitalization - PR Newswire. Hyperscale Data Bitcoin Treasury at 627.8970 Bitcoin; Cash and Bitcoin Holdings at Approximately 147.07% of Market Capitalization  PR Newswire
2026-03-23,prescraped,"Bitcoin Surges Past $70,000. Cryptos Lifted as Trump Delays Strikes on Iran. - Barron's","Bitcoin Surges Past $70,000. Cryptos Lifted as Trump Delays Strikes on Iran.  Barron's","Bitcoin Surges Past $70,000. Cryptos Lifted as Trump Delays Strikes on Iran. - Barron's. Bitcoin Surges Past $70,000. Cryptos Lifted as Trump Delays Strikes on Iran.  Barron's"
2026-03-23,prescraped,MicroStrategy’s $22 Billion Plan to Accumulate 1 Million Bitcoin - Yahoo Finance,MicroStrategy’s $22 Billion Plan to Accumulate 1 Million Bitcoin  Yahoo Finance,MicroStrategy’s $22 Billion Plan to Accumulate 1 Million Bitcoin - Yahoo Finance. MicroStrategy’s $22 Billion Plan to Accumulate 1 Million Bitcoin  Yahoo Finance
2026-03-23,prescraped,"'The Orange March Continues': Michael Saylor's Strategy buys 1,031 bitcoin for $77 million as holdings hit 762,099 BTC - The Block","'The Orange March Continues': Michael Saylor's Strategy buys 1,031 bitcoin for $77 million as holdings hit 762,099 BTC  The Block","'The Orange March Continues': Michael Saylor's Strategy buys 1,031 bitcoin for $77 million as holdings hit 762,099 BTC - The Block. 'The Orange March Continues': Michael Saylor's Strategy buys 1,031 bitcoin for $77 million as holdings hit 762,099 BTC  The Block"
2026-03-23,prescraped,These 2 Bitcoin ETFs Are Seeing Inflows for the First Time in Months - Yahoo Finance,These 2 Bitcoin ETFs Are Seeing Inflows for the First Time in Months  Yahoo Finance,These 2 Bitcoin ETFs Are Seeing Inflows for the First Time in Months - Yahoo Finance. These 2 Bitcoin ETFs Are Seeing Inflows for the First Time in Months  Yahoo Finance
2026-03-23,prescraped,"Strategy (MSTR) Buys $76.6 Million in Bitcoin, Slowing Recent Accumulation Pace - Bitcoin Magazine","Strategy (MSTR) Buys $76.6 Million in Bitcoin, Slowing Recent Accumulation Pace  Bitcoin Magazine","Strategy (MSTR) Buys $76.6 Million in Bitcoin, Slowing Recent Accumulation Pace - Bitcoin Magazine. Strategy (MSTR) Buys $76.6 Million in Bitcoin, Slowing Recent Accumulation Pace  Bitcoin Magazine"
2026-03-24,prescraped,Bitcoin price holds steady as investors flee gold. Have safe-haven roles finally reversed? - Yahoo Finance,Bitcoin price holds steady as investors flee gold. Have safe-haven roles finally reversed?  Yahoo Finance,Bitcoin price holds steady as investors flee gold. Have safe-haven roles finally reversed? - Yahoo Finance. Bitcoin price holds steady as investors flee gold. Have safe-haven roles finally reversed?  Yahoo Finance
2026-03-23,prescraped,"Bitcoin At $76,000 Was A Fluke: Here’s What The Price Is Really Headed - TradingView","Bitcoin At $76,000 Was A Fluke: Here’s What The Price Is Really Headed  TradingView","Bitcoin At $76,000 Was A Fluke: Here’s What The Price Is Really Headed - TradingView. Bitcoin At $76,000 Was A Fluke: Here’s What The Price Is Really Headed  TradingView"
2026-03-23,prescraped,Why Other Bitcoin Treasury Firms Are Betting on Strategy's 'iPhone Moment' - Yahoo Finance,Why Other Bitcoin Treasury Firms Are Betting on Strategy's 'iPhone Moment'  Yahoo Finance,Why Other Bitcoin Treasury Firms Are Betting on Strategy's 'iPhone Moment' - Yahoo Finance. Why Other Bitcoin Treasury Firms Are Betting on Strategy's 'iPhone Moment'  Yahoo Finance
2026-03-23,prescraped,Australian Senate Supports New Crypto Framework - Investing News Network,Australian Senate Supports New Crypto Framework  Investing News Network,Australian Senate Supports New Crypto Framework - Investing News Network. Australian Senate Supports New Crypto Framework  Investing News Network
2026-03-23,prescraped,Shifting Story For Marathon Digital (MARA) As Bitcoin Weakens And AI Pivot Faces Questions - Yahoo Finance,Shifting Story For Marathon Digital (MARA) As Bitcoin Weakens And AI Pivot Faces Questions  Yahoo Finance,Shifting Story For Marathon Digital (MARA) As Bitcoin Weakens And AI Pivot Faces Questions - Yahoo Finance. Shifting Story For Marathon Digital (MARA) As Bitcoin Weakens And AI Pivot Faces Questions  Yahoo Finance
2026-03-24,prescraped,Discontinuation of Bitcoin Quarq Spreads Indices and the Global Bitcoin Energy Consumption Index - S&P Global,Discontinuation of Bitcoin Quarq Spreads Indices and the Global Bitcoin Energy Consumption Index  S&P Global,Discontinuation of Bitcoin Quarq Spreads Indices and the Global Bitcoin Energy Consumption Index - S&P Global. Discontinuation of Bitcoin Quarq Spreads Indices and the Global Bitcoin Energy Consumption Index  S&P Global
2026-03-23,prescraped,"Bitcoin, ether, solana prices move higher as Gulf allies inch toward joining Iran war - CoinDesk","Bitcoin, ether, solana prices move higher as Gulf allies inch toward joining Iran war  CoinDesk","Bitcoin, ether, solana prices move higher as Gulf allies inch toward joining Iran war - CoinDesk. Bitcoin, ether, solana prices move higher as Gulf allies inch toward joining Iran war  CoinDesk"
2026-03-23,prescraped,Here's How Much Bitcoin Has Surged Past the S&P 500 Since the 2020 Covid Crash - Yahoo Finance,Here's How Much Bitcoin Has Surged Past the S&P 500 Since the 2020 Covid Crash  Yahoo Finance,Here's How Much Bitcoin Has Surged Past the S&P 500 Since the 2020 Covid Crash - Yahoo Finance. Here's How Much Bitcoin Has Surged Past the S&P 500 Since the 2020 Covid Crash  Yahoo Finance
2026-03-23,prescraped,Strategy Inc reports bitcoin purchases and ATM update in latest SEC filing - Investing.com,Strategy Inc reports bitcoin purchases and ATM update in latest SEC filing  Investing.com,Strategy Inc reports bitcoin purchases and ATM update in latest SEC filing - Investing.com. Strategy Inc reports bitcoin purchases and ATM update in latest SEC filing  Investing.com
2026-03-23,prescraped,"CoinDesk 20 performance update: Bitcoin Cash (BCH) gains 2.3%, leading index higher - CoinDesk","CoinDesk 20 performance update: Bitcoin Cash (BCH) gains 2.3%, leading index higher  CoinDesk","CoinDesk 20 performance update: Bitcoin Cash (BCH) gains 2.3%, leading index higher - CoinDesk. CoinDesk 20 performance update: Bitcoin Cash (BCH) gains 2.3%, leading index higher  CoinDesk"
2026-03-23,prescraped,"Bitcoin clings to monthly gains, historic losing streak still in play - CoinDesk","Bitcoin clings to monthly gains, historic losing streak still in play  CoinDesk","Bitcoin clings to monthly gains, historic losing streak still in play - CoinDesk. Bitcoin clings to monthly gains, historic losing streak still in play  CoinDesk"
2026-03-23,prescraped,"Bitcoin, Ethereum, XRP price today: Crypto market rises on latest Trump move—how long will it last? - Fast Company","Bitcoin, Ethereum, XRP price today: Crypto market rises on latest Trump move—how long will it last?  Fast Company","Bitcoin, Ethereum, XRP price today: Crypto market rises on latest Trump move—how long will it last? - Fast Company. Bitcoin, Ethereum, XRP price today: Crypto market rises on latest Trump move—how long will it last?  Fast Company"
2026-03-23,prescraped,"Bitcoin, Silver Price Outlook: Downside Risks Paused on Positive Trump Comments - FOREX.com","Bitcoin, Silver Price Outlook: Downside Risks Paused on Positive Trump Comments  FOREX.com","Bitcoin, Silver Price Outlook: Downside Risks Paused on Positive Trump Comments - FOREX.com. Bitcoin, Silver Price Outlook: Downside Risks Paused on Positive Trump Comments  FOREX.com"
2026-03-23,prescraped,Strategy buys $76.5M in Bitcoin this week using common stock - Investing.com,Strategy buys $76.5M in Bitcoin this week using common stock  Investing.com,Strategy buys $76.5M in Bitcoin this week using common stock - Investing.com. Strategy buys $76.5M in Bitcoin this week using common stock  Investing.com
2026-03-23,prescraped,"Bitcoin holds $68,000. Why analysts say price will ‘outperform other assets’ as Trump and Iran tensions intensify - Yahoo Finance","Bitcoin holds $68,000. Why analysts say price will ‘outperform other assets’ as Trump and Iran tensions intensify  Yahoo Finance","Bitcoin holds $68,000. Why analysts say price will ‘outperform other assets’ as Trump and Iran tensions intensify - Yahoo Finance. Bitcoin holds $68,000. Why analysts say price will ‘outperform other assets’ as Trump and Iran tensions intensify  Yahoo Finance"
2026-03-24,prescraped,Hyperscale Data Bitcoin Treasury at 627.8970 Bitcoin; Cash and Bitcoin Holdings at Approximately 147.07% of Market Capitalization - Morningstar,Hyperscale Data Bitcoin Treasury at 627.8970 Bitcoin; Cash and Bitcoin Holdings at Approximately 147.07% of Market Capitalization  Morningstar,Hyperscale Data Bitcoin Treasury at 627.8970 Bitcoin; Cash and Bitcoin Holdings at Approximately 147.07% of Market Capitalization - Morningstar. Hyperscale Data Bitcoin Treasury at 627.8970 Bitcoin; Cash and Bitcoin Holdings at Approximately 147.07% of Market Capitalization  Morningstar
2026-03-23,prescraped,Morning Minute: Bitcoin Rips as Iran Strikes Postponed - Yahoo Finance,Morning Minute: Bitcoin Rips as Iran Strikes Postponed  Yahoo Finance,Morning Minute: Bitcoin Rips as Iran Strikes Postponed - Yahoo Finance. Morning Minute: Bitcoin Rips as Iran Strikes Postponed  Yahoo Finance
2026-03-23,prescraped,European Bitcoin Treasury H100 Aims to Triple BTC Stash by Acquiring Two Firms - Yahoo Finance,European Bitcoin Treasury H100 Aims to Triple BTC Stash by Acquiring Two Firms  Yahoo Finance,European Bitcoin Treasury H100 Aims to Triple BTC Stash by Acquiring Two Firms - Yahoo Finance. European Bitcoin Treasury H100 Aims to Triple BTC Stash by Acquiring Two Firms  Yahoo Finance
2026-03-24,prescraped,Strategy’s Multibillion Bitcoin Plan Deepens Preferred Stock And Dilution Trade Off - Yahoo Finance,Strategy’s Multibillion Bitcoin Plan Deepens Preferred Stock And Dilution Trade Off  Yahoo Finance,Strategy’s Multibillion Bitcoin Plan Deepens Preferred Stock And Dilution Trade Off - Yahoo Finance. Strategy’s Multibillion Bitcoin Plan Deepens Preferred Stock And Dilution Trade Off  Yahoo Finance
2026-03-23,prescraped,Bitcoin rises over 4% as risk assets get a boost from Iran de-escalation hopes - Investing.com,Bitcoin rises over 4% as risk assets get a boost from Iran de-escalation hopes  Investing.com,Bitcoin rises over 4% as risk assets get a boost from Iran de-escalation hopes - Investing.com. Bitcoin rises over 4% as risk assets get a boost from Iran de-escalation hopes  Investing.com
2026-03-23,prescraped,"H100 eyes Europe’s largest bitcoin treasury with 3,500 BTC in proposed acquistions - CoinDesk","H100 eyes Europe’s largest bitcoin treasury with 3,500 BTC in proposed acquistions  CoinDesk","H100 eyes Europe’s largest bitcoin treasury with 3,500 BTC in proposed acquistions - CoinDesk. H100 eyes Europe’s largest bitcoin treasury with 3,500 BTC in proposed acquistions  CoinDesk"
2026-03-23,prescraped,Bitcoin leads weekly crypto ETF inflows rally; Ethereum shows caution - Seeking Alpha,Bitcoin leads weekly crypto ETF inflows rally; Ethereum shows caution  Seeking Alpha,Bitcoin leads weekly crypto ETF inflows rally; Ethereum shows caution - Seeking Alpha. Bitcoin leads weekly crypto ETF inflows rally; Ethereum shows caution  Seeking Alpha
2026-03-23,prescraped,BlackRock and Fidelity bought $400M Bitcoin while selling $250M last week: Arkham - thedefiant.io,BlackRock and Fidelity bought $400M Bitcoin while selling $250M last week: Arkham  thedefiant.io,BlackRock and Fidelity bought $400M Bitcoin while selling $250M last week: Arkham - thedefiant.io. BlackRock and Fidelity bought $400M Bitcoin while selling $250M last week: Arkham  thedefiant.io
2026-03-23,prescraped,Saylor’s Strategy (MSTR) Arms Itself With $44.1 Billion ATM Capacity to Fuel Bitcoin Treasury Expansion - Bitcoin Magazine,Saylor’s Strategy (MSTR) Arms Itself With $44.1 Billion ATM Capacity to Fuel Bitcoin Treasury Expansion  Bitcoin Magazine,Saylor’s Strategy (MSTR) Arms Itself With $44.1 Billion ATM Capacity to Fuel Bitcoin Treasury Expansion - Bitcoin Magazine. Saylor’s Strategy (MSTR) Arms Itself With $44.1 Billion ATM Capacity to Fuel Bitcoin Treasury Expansion  Bitcoin Magazine
2026-03-24,prescraped,"Bitcoin, Ethereum Rise. Why Calling Crypto Price Moves is Getting Harder. - Barron's","Bitcoin, Ethereum Rise. Why Calling Crypto Price Moves is Getting Harder.  Barron's","Bitcoin, Ethereum Rise. Why Calling Crypto Price Moves is Getting Harder. - Barron's. Bitcoin, Ethereum Rise. Why Calling Crypto Price Moves is Getting Harder.  Barron's"
